,StationCode,Station,StationName,Latitude,Longitude,HUC12,HUCName,County,State,Organization
1061,NYWS.UNTCANRIV0.15,,UNTCANRIV 0.15,42.366514,-77.775254,20501040402,Headwaters Canisteo River,Allegany County,NY,1
1062,NYWS.UNTCANRIV0.26,,UNTCANRIV 0.26,42.369426000000004,-77.806562,20501040402,Headwaters Canisteo River,Allegany County,NY,1
1063,NYWS.UNTCOHRIV0.30,,UNTCOHRIV 0.30,42.3573,-77.3433,20501050206,Knight Creek-Cohocton River,Steuben County,NY,1
1064,NYWS.UNTCOHRIV0.63,,UNTCOHRIV 0.63,42.44668,-77.4617,20501050102,Twelvemile Creek,Steuben County,NY,1
1065,NYWS.UNTCOHRIV0.72,,UNTCOHRIV 0.72,42.446459999999995,-77.44843,20501050104,Reynolds Creek-Cohocton River,Steuben County,NY,1
1066,NYWS.UNTCOHRIV1.21,,UNTCOHRIV 1.21,42.32871,-77.33021,20501050206,Knight Creek-Cohocton River,Steuben County,NY,1
1067,NYWS.UNTELKCRE0.04,,UNTELKCRE 0.04,42.070445,-77.3001,20501040305,Elk Creek,Steuben County,NY,1
1068,NYWS.UNTGENCRE3.39,,UNTGENCRE 3.39,42.57613900000001,-75.715942,20501020701,Headwaters Genegantslet Creek,Chenango County,NY,1
1069,NYWS.UNTGOFCRE2.15,,UNTGOFCRE 2.15,42.34174,-77.48431,20501050105,Goff Creek,Steuben County,NY,1
1070,NYWS.UNTHODCRE0.60,,UNTHODCRE 0.60,42.174488000000004,-77.09934,20501050308,Hodgmans Creek-Cohocton River,Steuben County,NY,1
1071,NYWS.UNTLITCHOCRE1.34,,UNTLITCHOCRE 1.34,42.132305,-75.97529899999998,20501030201,Little Choconut Creek-Susquehanna River,Broome County,NY,1
1072,NYWS.UNTLITCRE1.96,,UNTLITCRE 1.96,42.10903,-76.161328,20501030502,Little Nanticoke Creek,Tioga County,NY,1
1073,NYWS.UNTMUDCRE1.83,,UNTMUDCRE 1.83,42.3787,-77.1825,20501050303,Mud Creek,Steuben County,NY,1
1074,NYWS.UNTOTECRE0.30,,UNTOTECRE 0.30,42.657507,-75.058615,20501010502,Upper Otego Creek,Otsego County,NY,1
1075,NYWS.UNTSUSRIV0.15,,UNTSUSRIV 0.15,42.07161,-75.64130899999998,20501011208,Occanum Creek-Susquehanna River,Broome County,NY,1
1076,NYWS.UNTSUSRIV0.31,,UNTSUSRIV 0.31,42.120168,-75.986746,20501030205,Patterson Creek-Susquehanna River,Broome County,NY,1
1077,NYWS.UNTWBRACRE0.18,,UNTWBRACRE 0.18,42.289235,-76.253762,20501030408,Lower West Branch Owego Creek,Tioga County,NY,1
1078,NYWS.WALCRE0.92,,WALCRE 0.92,42.502402000000004,-77.27578299999998,20501050202,Middle Fivemile Creek,Steuben County,NY,1
1079,NYWS.WHICRE0.27,,WHICRE 0.27,42.119948,-77.021591,20501050404,Whisky Creek-Chemung River,Steuben County,NY,1
1080,NYWS.WHICRE1.65,,WHICRE 1.65,42.109613,-77.039105,20501050404,Whisky Creek-Chemung River,Steuben County,NY,1
1081,OCCA.BUTCRE17.90,,BUTCRE 17.90,42.545443,-75.238748,20501010802,Middle Butternut Creek,Otsego County,NY,1
1082,OCCA.BUTCRE23.20,,BUTCRE 23.20,42.58939,-75.19321,20501010802,Middle Butternut Creek,Otsego County,NY,1
1083,OCCA.ELKCRE0.05,,ELKCRE 0.05,42.54499000000001,-74.84201,20501010302,Elk Creek,Otsego County,NY,1
1084,OCCA.OAKCRE0.72,,OAKCRE 0.72,42.666022999999996,-74.959008,20501010103,Oaks Creek,Otsego County,NY,1
1085,OCCA.OTECRE21.08,,OTECRE 21.08,42.61636,-75.05741,20501010502,Upper Otego Creek,Otsego County,NY,1
1086,OCCA.REDCRE1.34,,REDCRE 1.34,42.6862,-74.9184,20501010604,Red Creek-Susquehanna River,Otsego County,NY,1
1087,OCCA.SUSRIV466.75,,SUSRIV 466.75,42.690481,-74.929575,20501010604,Red Creek-Susquehanna River,Otsego County,NY,1
1088,OCCA.UNTOTSLAK0.37,,UNTOTSLAK 0.37,42.80672,-74.90287,20501010603,Ostego Lake-Susquehanna River,Otsego County,NY,1
1089,OCCA.UNTSUSRIV0.81,,UNTSUSRIV 0.81,42.592681,-74.949535,20501010604,Red Creek-Susquehanna River,Otsego County,NY,1
1090,PRK.PR-10,,PR-10 National Harbor,38.784099,-77.018505,20700100307,Little Hunting Creek-Potomac River,Prince George's County,MD,1
1091,PRK.PR-11,,PR-11 Mallows Bay Dock,38.469116899999996,-77.263728,20700110106,Tank Creek-Potomac River,Charles County,MD,1
1092,PRK.PR-12,,PR-12 Mallows Bay - Liverpool Point,38.459693,-77.2694645,20700110106,Tank Creek-Potomac River,Charles County,MD,1
1093,PRK.PR-13,,PR-13 Little Hunting Creek,38.712452,-77.07417199999998,20700100307,Little Hunting Creek-Potomac River,Fairfax County,VA,1
1094,PRK.PR-14PohickBay,,PR-14 Pohick Bay,38.67606,-77.166946,20700100402,Accotink Creek,Fairfax County,VA,1
1095,PRK.PR-8,,PR-8 Oronoco Bay,38.811825,-77.037683,20700100301,Fourmile Run-Potomac River,Alexandria city,VA,1
1096,PRK.PR-9,,PR-9 Belle Haven Marina,38.776540000000004,-77.04784000000002,20700100307,Little Hunting Creek-Potomac River,Fairfax County,VA,1
1097,PVMN.APP,,APP,37.042988,-76.366555,20801080103,Southwest Branch Back River,Hampton city,VA,1
1098,PVMN.BBGF1,,BBGF1,37.0319,-76.38058000000002,20801080103,Southwest Branch Back River,Hampton city,VA,1
1099,PVMN.BCP1,,BCP1,37.20497,-76.43784000000002,20801080101,Poquoson River-Frontal Chesapeake Bay,York County,VA,1
1100,PVMN.BR,,BR,37.1164,-76.3639,20801080102,Northwest Branch Back River,Poquoson city,VA,1
1101,PVMN.DP1,,DP1,37.095861,-76.29469399999998,20801080104,Back River-Frontal Chesapeake Bay,Hampton city,VA,1
1102,PVMN.DeepCreek,,Deep Creek,37.08725,-76.52171,20802060901,Warwick River,Newport News city,VA,1
1103,PVMN.GA,,GA,37.13705,-76.3896,20801080101,Poquoson River-Frontal Chesapeake Bay,Poquoson city,VA,1
1104,PVMN.GC1,,GC1,37.19409,-76.42586999999997,20801080101,Poquoson River-Frontal Chesapeake Bay,York County,VA,1
1105,PVMN.HB1,,HB1,37.028209999999994,-76.46536,20802060906,Cooper Creek-James River,Newport News city,VA,1
1106,PVMN.HB2,,HB2,37.027809999999995,-76.4644,20802060906,Cooper Creek-James River,Newport News city,VA,1
1107,PVMN.HB3,,HB3,37.0142,-76.2755,20801010000,Lower Chesapeake Bay,Hampton city,VA,1
1108,PVMN.HC2,,HC2,37.02014000000001,-76.34401,20802080303,Hampton River-Frontal Hampton Roads,Hampton city,VA,1
1109,PVMN.LC1,,LC1,37.11995,-76.55054,20802060901,Warwick River,Newport News city,VA,1
1110,PVMN.LGC,,LGC,37.080639,-76.281278,20801080104,Back River-Frontal Chesapeake Bay,Hampton city,VA,1
1111,PVMN.MC2,,MC2,37.009306,-76.30708299999998,20802080303,Hampton River-Frontal Hampton Roads,Hampton city,VA,1
1112,PVMN.MP,,MP,37.1091,-76.3184,20801080104,Back River-Frontal Chesapeake Bay,Poquoson city,VA,1
1113,PVMN.NL,,NL,37.1408,-76.3639,20801080101,Poquoson River-Frontal Chesapeake Bay,Poquoson city,VA,1
1114,PVMN.OR,,OR,37.1192,-76.3915,20801080102,Northwest Branch Back River,Poquoson city,VA,1
1115,PVMN.PA,,PA,37.1288,-76.3483,20801080101,Poquoson River-Frontal Chesapeake Bay,Poquoson city,VA,1
1116,PVMN.RB1,,RB1,37.04684,-76.4991,20802060906,Cooper Creek-James River,Newport News city,VA,1
1117,PVMN.RB2,,RB2,37.04673,-76.49877,20802060906,Cooper Creek-James River,Newport News city,VA,1
1118,PVMN.ROB1,,ROB1,36.997357,-76.378853,20802080303,Hampton River-Frontal Hampton Roads,Hampton city,VA,1
1119,PVMN.RS1,,RS1,37.13467,-76.43044,20801080101,Poquoson River-Frontal Chesapeake Bay,York County,VA,1
1120,PVMN.WC,,WC,37.1424,-76.37625,20801080101,Poquoson River-Frontal Chesapeake Bay,Poquoson city,VA,1
1121,PVMN.WH,,WH,37.403079999999996,-76.48952,20801020403,Ware River,Gloucester County,VA,1
1122,PVMN.WL,,WL,37.30001,-76.53142,20801070203,Carter Creek-York River,Gloucester County,VA,1
1123,PVMN.WR1,,WR1,37.12372,-76.56867,20802060901,Warwick River,Newport News city,VA,1
1124,PWSWCD.PWSWCD-PL52-TOD-19-D1,,PWSWCD-PL52-TOD-19-D1,38.5686,-77.3359,20700110104,Quantico Creek,Prince William County,VA,1
1125,PWSWCD.PWSWCD-PL52-TOD-19-D2,,PWSWCD-PL52-TOD-19-D2,38.5676,-77.3346,20700110104,Quantico Creek,Prince William County,VA,1
1126,PWSWCD.PWSWCD-PL52-TOD-19-D3,,PWSWCD-PL52-TOD-19-D3,38.5659,-77.329,20700110104,Quantico Creek,Prince William County,VA,1
1127,PWSWCD.PWSWCD-PL52-TOD-19-D4,,PWSWCD-PL52-TOD-19-D4,38.566,-77.3244,20700110104,Quantico Creek,Prince William County,VA,1
1128,PWSWCD.PWSWCD_DQ_PL34_19_CMP33,,PWSWCD_DQ_PL34_19_CMP33,38.7498,-77.5146,20700100504,Rocky Branch-Broad Run,Prince William County,VA,1
1129,PWSWCD.PWSWCD_DQ_PL34_19_CMP37,,PWSWCD_DQ_PL34_19_CMP37,38.7371,-77.5351,20700100504,Rocky Branch-Broad Run,Prince William County,VA,1
1130,PWSWCD.PWSWCD_DQ_PL38_19_CMP10,,PWSWCD_DQ_PL38_19_CMP10,38.6486,-77.5879,20700100604,Walnut Branch-Cedar Run,Prince William County,VA,1
1131,PWSWCD.PWSWCD_DQ_PL38_19_CMP11,,PWSWCD_DQ_PL38_19_CMP11,38.6447,-77.5756,20700100604,Walnut Branch-Cedar Run,Prince William County,VA,1
1132,PWSWCD.PWSWCD_DQ_PL38_19_CMP9,,PWSWCD_DQ_PL38_19_CMP9,38.6496,-77.6005,20700100604,Walnut Branch-Cedar Run,Fauquier County,VA,1
1133,PWSWCD.PWSWCD_DQ_PL41_19_CMP34,,PWSWCD_DQ_PL41_19_CMP34,38.7269,-77.5097,20700100504,Rocky Branch-Broad Run,Prince William County,VA,1
1134,PWSWCD.PWSWCD_DQ_PL41_19_CMP35,,PWSWCD_DQ_PL41_19_CMP35,38.7274,-77.5075,20700100504,Rocky Branch-Broad Run,Prince William County,VA,1
1135,PWSWCD.PWSWCD_DQ_PL41_19_CMP36,,PWSWCD_DQ_PL41_19_CMP36,38.6554,-77.4534,20700100801,Lake Jackson-Occoquan River,Prince William County,VA,1
1136,PWSWCD.PWSWCD_DQ_PL49_19_CMP32,,PWSWCD_DQ_PL49_19_CMP32,38.6209,-77.2758,20700100804,Neabsco Creek,Prince William County,VA,1
1137,PWSWCD.PWSWCD_DQ_PL51_19_CMP21,,PWSWCD_DQ_PL51_19_CMP21,38.6096,-77.343,20700110103,Powells Creek,Prince William County,VA,1
1138,PWSWCD.PWSWCD_DQ_PL51_19_CMP22,,PWSWCD_DQ_PL51_19_CMP22,38.6113,-77.3451,20700110103,Powells Creek,Prince William County,VA,1
1139,PWSWCD.PWSWCD_DQ_PL51_19_CMP28,,PWSWCD_DQ_PL51_19_CMP28,38.5958,-77.29899999999998,20700110103,Powells Creek,Prince William County,VA,1
1140,PWSWCD.PWSWCD_DQ_PL52_19_CMP30,,PWSWCD_DQ_PL52_19_CMP30,38.5661,-77.3097,20700110104,Quantico Creek,Prince William County,VA,1
1141,PWSWCD.PWSWCD_PL33_19_CMP16,,PWSWCD_PL33_19_CMP16,38.850938,-77.635231,20700100702,Little Bull Run,Prince William County,VA,1
1142,PWSWCD.PWSWCD_PL44_19_CMP17,,PWSWCD_PL44_19_CMP17,38.56752,-77.556977,20700100606,Slate Run-Cedar Run,Fauquier County,VA,1
1143,PWSWCD.PWSWCD_PL51_19_CMP4,,PWSWCD_PL51_19_CMP4,38.607308,-77.32994000000002,20700110103,Powells Creek,Prince William County,VA,1
1144,PWSWCD.PWSWCD_PL52_19_CMP15,,PWSWCD_PL52_19_CMP15,38.56752,-77.36497,20700110104,Quantico Creek,Prince William County,VA,1
1145,PWSWCD.PWSWCD_PR_PL33_19_CMP17,,PWSWCD_PR_PL33_19_CMP17,38.7122,-77.5615,20700100503,Kettle Run,Prince William County,VA,1
1146,PWSWCD.PWSWCD_PR_PL34_19_CMP19,,PWSWCD_PR_PL34_19_CMP19,38.7284,-77.4814,20700100504,Rocky Branch-Broad Run,Prince William County,VA,1
1147,PWSWCD.PWSWCD_PR_PL40_19_CMP12,,PWSWCD_PR_PL40_19_CMP12,38.6417,-77.5846,20700100604,Walnut Branch-Cedar Run,Prince William County,VA,1
1148,PWSWCD.PWSWCD_PR_PL40_19_CMP14,,PWSWCD_PR_PL40_19_CMP14,38.6688,-77.5381,20700100606,Slate Run-Cedar Run,Prince William County,VA,1
1149,PWSWCD.PWSWCD_PR_PL40_19_CMP15,,PWSWCD_PR_PL40_19_CMP15,38.6416,-77.5116,20700100606,Slate Run-Cedar Run,Prince William County,VA,1
1150,PWSWCD.PWSWCD_PR_PL40_19_CMP16,,PWSWCD_PR_PL40_19_CMP16,38.6873,-77.4913,20700100606,Slate Run-Cedar Run,Prince William County,VA,1
1151,RAS.09-PL21-Sug-SLR4,,09-PL21-Sug-SLR4,38.9787922,-77.36439759999998,20700080905,Sugarland Run,Fairfax County,VA,1
1152,RAS.09-PL22-Sna-DR19,,09-PL22-Sna-DR19,38.92989220000001,-77.34589759999999,20700081004,Difficult Run,Fairfax County,VA,1
1153,RCA.BSC01,,BSC01,38.003679999999996,-78.50851999999998,20802040402,Moores Creek,Albemarle County,VA,1
1154,RCA.CHA01,,CHA01,38.042334000000004,-78.466174,20802040401,Meadow Creek-Rivanna River,Charlottesville city,VA,1
1155,RCA.LDC01,,LDC01,38.01674000000001,-78.49583,20802040402,Moores Creek,Charlottesville city,VA,1
1156,RCA.LDC03,,LDC03,38.026649,-78.51153000000002,20802040402,Moores Creek,Charlottesville city,VA,1
1157,RCA.MDC01,,MDC01,38.028026000000004,-78.46503,20802040401,Meadow Creek-Rivanna River,Charlottesville city,VA,1
1158,RCA.MSV05,,MSV05,38.01015,-78.51666999999998,20802040402,Moores Creek,Albemarle County,VA,1
1159,RCA.MWC11,,MWC11,38.054943,-78.49413,20802040401,Meadow Creek-Rivanna River,Charlottesville city,VA,1
1160,RCA.MWC12,,MWC12,38.046887,-78.50498,20802040401,Meadow Creek-Rivanna River,Charlottesville city,VA,1
1161,RCA.MWC13,,MWC13,38.063705,-78.47585,20802040401,Meadow Creek-Rivanna River,Charlottesville city,VA,1
1162,RCA.PBR01,,PBR01,38.010040000000004,-78.2917,20802040405,Mechunk Creek,Louisa County,VA,1
1163,RCA.RCK01,,RCK01,38.027889,-78.50506999999998,20802040402,Moores Creek,Charlottesville city,VA,1
1164,RCA.RCK02,,RCK02,38.016846,-78.4958,20802040402,Moores Creek,Charlottesville city,VA,1
1165,RCA.RVN09,,RVN09,38.02335,-78.45388,20802040401,Meadow Creek-Rivanna River,Albemarle County,VA,1
1166,RCA.RVN10,,RVN10,37.91871,-78.29769,20802040501,Stigger Creek-Rivanna River,Fluvanna County,VA,1
1167,RCA.RVN11,,RVN11,38.045668,-78.4513,20802040401,Meadow Creek-Rivanna River,Albemarle County,VA,1
1168,RCA.RVN12,,RVN12,37.857763,-78.26679,20802040501,Stigger Creek-Rivanna River,Fluvanna County,VA,1
1169,RCA.SCK01,,SCK01,38.041788000000004,-78.47528,20802040401,Meadow Creek-Rivanna River,Charlottesville city,VA,1
1170,RCA.XLC01,,XLC01,38.028302000000004,-78.51308,20802040402,Moores Creek,Charlottesville city,VA,1
1171,RCA.XLC01A,,XLC01A,38.029619,-78.512842,20802040402,Moores Creek,Charlottesville city,VA,1
1172,RCA.XLD01,,XLD01,38.028144,-78.51308,20802040402,Moores Creek,Charlottesville city,VA,1
1173,RCA.XLD01A,,XLD01A,38.028551,-78.514349,20802040402,Moores Creek,Charlottesville city,VA,1
1174,RCA.XRC01,,XRC01,38.028377,-78.50315,20802040402,Moores Creek,Charlottesville city,VA,1
1175,RVS.FMC.FMC21.52,,FMC.FMC21.52,39.715885,-78.446004,20700030301,Upper Fifteenmile Creek,Allegany County,MD,1
1176,RVS.SHC.BC0.41,,SHC.BC0.41,39.702219,-78.315651,20700030405,Bear Creek-Sideling Hill Creek,Washington County,MD,1
1177,RVS.SHC.ESHC2.89,,SHC.ESHC2.89,39.807320000000004,-78.334485,20700030401,East Branch Sideling Hill Creek,Bedford County,PA,1
1178,RVS.SHC.PC0.25,,SHC.PC0.25,39.761756,-78.373366,20700030403,Piney Creek,Bedford County,PA,1
1179,RVS.SHC.SHC1.51,,SHC.SHC1.51,39.649364,-78.339345,20700030405,Bear Creek-Sideling Hill Creek,Washington County,MD,1
1180,RVS.SHC.SHC13.01,,SHC.SHC13.01,39.709509000000004,-78.329625,20700030404,Crooked Run-Sideling Hill Creek,Washington County,MD,1
1181,RVS.SHC.SHC16.64,,SHC.SHC16.64,39.732595,-78.344813,20700030404,Crooked Run-Sideling Hill Creek,Fulton County,PA,1
1182,RVS.SHC.SHC18.04,,SHC.SHC18.04,39.7411,-78.360001,20700030404,Crooked Run-Sideling Hill Creek,Fulton County,PA,1
1183,RVS.SHC.SHC2.80,,SHC.SHC2.80,39.654832,-78.360001,20700030405,Bear Creek-Sideling Hill Creek,Allegany County,MD,1
1184,RVS.SHC.SHC21.04,,SHC.SHC21.04,39.752643,-78.364253,20700030404,Crooked Run-Sideling Hill Creek,Bedford County,PA,1
1185,RVS.SHC.SHC6.34,,SHC.SHC6.34,39.673961,-78.341849,20700030405,Bear Creek-Sideling Hill Creek,Allegany County,MD,1
1186,RVS.SHC.UTESHC9.32,,SHC.UTESHC9.32,39.893190000000004,-78.28401,20700030401,East Branch Sideling Hill Creek,Bedford County,PA,1
1187,RVS.SHC.UTWSHC0.06,,SHC.UTWSHC0.06,39.868072999999995,-78.336915,20700030402,West Branch Sideling Hill Creek,Bedford County,PA,1
1188,RVS.SHC.UTWSHC0.43,,SHC.UTWSHC0.43,39.806459999999994,-78.36928,20700030402,West Branch Sideling Hill Creek,Bedford County,PA,1
1189,RVS.SHC.UTWSHC1.88,,SHC.UTWSHC1.88,39.884476,-78.34056,20700030402,West Branch Sideling Hill Creek,Bedford County,PA,1
1190,RVS.SHC.WSHC0.08,,SHC.WSHC0.08,39.780589,-78.361823,20700030404,Crooked Run-Sideling Hill Creek,Bedford County,PA,1
1191,RVS.SHC.WSHC3.94,,SHC.WSHC3.94,39.83162100000001,-78.348458,20700030402,West Branch Sideling Hill Creek,Bedford County,PA,1
1192,RVS.SHC.WSHC6.72,,SHC.WSHC6.72,39.863820000000004,-78.32719399999998,20700030402,West Branch Sideling Hill Creek,Bedford County,PA,1
1193,RVS.TC.BGR1.28,,TC.BGR1.28,39.80489,-78.570812,20700030102,Flintstone Creek,Bedford County,PA,1
1194,RVS.TC.CFB&W,,TC.CFB&W,39.821901000000004,-78.46328000000003,20700030101,Wilson Run-Elk Lick Creek,Bedford County,PA,1
1195,RVS.TC.FC1.16,,TC.FC1.16,39.699181,-78.565952,20700030102,Flintstone Creek,Allegany County,MD,1
1196,RVS.TC.FC4.40,,TC.FC4.40,39.730771999999995,-78.595113,20700030102,Flintstone Creek,Bedford County,PA,1
1197,RVS.TC.FC4.53,,TC.FC4.53,39.786057,-78.574457,20700030102,Flintstone Creek,Bedford County,PA,1
1198,RVS.TC.LOR0.11,,TC.LOR0.11,39.766009000000004,-78.606656,20700030102,Flintstone Creek,Bedford County,PA,1
1199,RVS.TC.MB0.80,,TC.MB0.80,39.683384999999994,-78.570204,20700030103,Murley Branch,Allegany County,MD,1
1200,RVS.TC.PR0.35,,TC.PR0.35,39.75689600000001,-78.518565,20700030104,Sweet Root Creek-Town Creek,Bedford County,PA,1
1201,RVS.TC.SPR1.37,,TC.SPR1.37,39.546085,-78.565344,20700030106,Sawpit Run-Town Creek,Allegany County,MD,1
1202,RVS.TC.SRC0.63,,TC.SRC0.63,39.821901000000004,-78.493049,20700030104,Sweet Root Creek-Town Creek,Bedford County,PA,1
1203,RVS.TC.TC14.5,,TC.TC14.5,39.60623,-78.547726,20700030105,Peters Run-Town Creek,Allegany County,MD,1
1204,RVS.TC.TC2.21,,TC.TC2.21,39.54000900000001,-78.540436,20700030106,Sawpit Run-Town Creek,Allegany County,MD,1
1205,RVS.TC.TC20.95,,TC.TC20.95,39.65847700000001,-78.562306,20700030105,Peters Run-Town Creek,Allegany County,MD,1
1206,RVS.TC.TC27.33,,TC.TC27.33,39.735632,-78.54899999999998,20700030104,Sweet Root Creek-Town Creek,Bedford County,PA,1
1207,RVS.TC.TC28.63,,TC.TC28.63,39.753251,-78.511882,20700030104,Sweet Root Creek-Town Creek,Bedford County,PA,1
1208,RVS.TC.UTFC0.09,,TC.UTFC0.09,39.79031,-78.579102,20700030102,Flintstone Creek,Bedford County,PA,1
1209,RVS.TC.UTSRC0.44,,TC.UTSRC0.44,39.860782,-78.49851600000002,20700030104,Sweet Root Creek-Town Creek,Bedford County,PA,1
1210,RVS.TC.WCR1.18,,TC.WCR1.18,39.79881500000001,-78.561699,20700030102,Flintstone Creek,Bedford County,PA,1
1211,RVS.TC.WCR1.28,,TC.WCR1.28,39.801853,-78.558661,20700030102,Flintstone Creek,Bedford County,PA,1
1212,SCC.BCC1,,BCC1,38.9562972,-76.486666,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1213,SCC.BCC2,,BCC2,38.958161,-76.48676400000002,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1214,SCC.BCC3,,BCC3,38.961242,-76.480933,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1215,SCC.BCC4,,BCC4,38.962358,-76.479083,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1216,SCC.BCC5,,BCC5,38.963164,-76.484114,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1217,SCC.BCC6,,BCC6,38.965975,-76.483083,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1218,SCC.CG,,CG,38.9731,-76.5171,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1219,SCC.EYC,,EYC,38.9753,-76.4782,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1220,SCC.HC,,HC,38.9678,-76.4971,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1221,SCC.HW,,HW,38.9695,-76.5023,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1222,SCC.MAC,,MAC,38.9732,-76.4924,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1223,SCC.MOS,,MOS,38.9753,-76.4837,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1224,SCC.MOWC,,MOWC,38.9724,-76.4958,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1225,SCC.MSM,,MSM,38.9699,-76.4996,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1226,SCC.MSW,,MSW,38.9734,-76.4879,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1227,SCC.SCM,,SCM,38.9706,-76.5074,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1228,SCC.SUP,,SUP,38.9724,-76.4893,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1229,SRA.BC1,,BC1,39.0004,-76.4512,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1230,SRA.BR1,,BR1,39.024,-76.538,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1231,SRA.BR2,,BR2,39.0235,-76.5414,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1232,SRA.CC1,,CC1,39.0208,-76.5092,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1233,SRA.CC2,,CC2,39.0233,-76.5151,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1234,SRA.CC3,,CC3,39.0212,-76.5145,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1235,SRA.CL1,,CL1,39.0173,-76.5338,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1236,SRA.CL2,,CL2,39.0173,-76.5392,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1237,SRA.EF,,EF,39.0173,-76.5212,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1238,SRA.FC1,,FC1,39.074,-76.5739,20600040202,Round Bay-Severn River,Anne Arundel County,MD,1
1239,SRA.FC2,,FC2,39.0738,-76.5768,20600040202,Round Bay-Severn River,Anne Arundel County,MD,1
1240,SRA.IL,,IL,39.0816,-76.6111,20600040202,Round Bay-Severn River,Anne Arundel County,MD,1
1241,SRA.LC1,,LC1,39.0063,-76.517,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1242,SRA.LC2,,LC2,39.0048,-76.5218,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1243,SRA.LO1,,LO1,38.9466,-76.4655,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1244,SRA.LO2,,LO2,38.9471,-76.4742,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1245,SRA.LO3,,LO3,38.9436,-76.46,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1246,SRA.MA,,MA,39.003,-76.4923,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
1247,SRA.MC1,,MC1,38.9944,-76.453,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
